Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Add Bulk Billing,Chrome 101.0.4951.67,,,2022-05-19 14:19:20,2022-05-19 14:20:20,1m - 0.247s,FAILED
,,,,,,,
Test Cases/Open Browser,Chrome 101.0.4951.67,,,2022-05-19 14:19:26,2022-05-19 14:19:26,0.555s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 101.0.4951.67,,,2022-05-19 14:19:26,2022-05-19 14:19:26,0.025s,PASSED
"verifyMatch(getWindowTitle(), ""Test System AdminOnline"", false)",Chrome 101.0.4951.67,,,2022-05-19 14:19:26,2022-05-19 14:19:26,0.058s,PASSED
Start listener action : sampleAfterTestCase,Chrome 101.0.4951.67,,,2022-05-19 14:19:26,2022-05-19 14:19:26,0.000s,PASSED
,,,,,,,
Test Cases/Login,Chrome 101.0.4951.67,,,2022-05-19 14:19:26,2022-05-19 14:19:33,6.931s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 101.0.4951.67,,,2022-05-19 14:19:26,2022-05-19 14:19:26,0.000s,PASSED
"sendKeys(findTestObject(""Login Home Page/Input_Username""), Username)",Chrome 101.0.4951.67,,,2022-05-19 14:19:27,2022-05-19 14:19:27,0.722s,PASSED
"sendKeys(findTestObject(""Login Home Page/Input_Password""), Password)",Chrome 101.0.4951.67,,,2022-05-19 14:19:27,2022-05-19 14:19:28,0.485s,PASSED
"click(findTestObject(""Login Home Page/Button_Submit""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:28,2022-05-19 14:19:33,5.304s,PASSED
Start listener action : sampleAfterTestCase,Chrome 101.0.4951.67,,,2022-05-19 14:19:33,2022-05-19 14:19:33,0.000s,PASSED
,,,,,,,
Test Cases/Add Bulk Billing,Chrome 101.0.4951.67,,,2022-05-19 14:19:33,2022-05-19 14:20:20,46.842s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 101.0.4951.67,,,2022-05-19 14:19:33,2022-05-19 14:19:33,0.000s,PASSED
"click(findTestObject(""Page_Main Dashboard/Menu/a_Bulk Billing""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:34,2022-05-19 14:19:35,1.764s,PASSED
"click(findTestObject(""Bulk Billing/Button_Add Billing Run""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:35,2022-05-19 14:19:40,5.040s,PASSED
"click(findTestObject(""Bulk Billing/Add Billing Run/drop_arrow_Billing Category""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:40,2022-05-19 14:19:41,0.606s,PASSED
"click(findTestObject(""Bulk Billing/Add Billing Run/drop_Billing Category_Option_Index_1""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:41,2022-05-19 14:19:42,0.651s,PASSED
"click(findTestObject(""Bulk Billing/Add Billing Run/input_From Date Description""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:42,2022-05-19 14:19:42,0.571s,PASSED
"setText(findTestObject(""Bulk Billing/Add Billing Run/input_From Date Description""), ""2022-05-01"")",Chrome 101.0.4951.67,,,2022-05-19 14:19:42,2022-05-19 14:19:43,0.877s,PASSED
"click(findTestObject(""Bulk Billing/Add Billing Run/input_To Date Description""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:43,2022-05-19 14:19:45,1.580s,PASSED
"setText(findTestObject(""Bulk Billing/Add Billing Run/input_To Date Description""), ""2022-05-31"")",Chrome 101.0.4951.67,,,2022-05-19 14:19:45,2022-05-19 14:19:45,0.729s,PASSED
"click(findTestObject(""Bulk Billing/Add Billing Run/drop_arrow_Service Name""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:45,2022-05-19 14:19:46,0.494s,PASSED
"click(findTestObject(""Bulk Billing/Add Billing Run/check_Service Name_Index_0""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:46,2022-05-19 14:19:47,0.876s,PASSED
"click(findTestObject(""Bulk Billing/Add Billing Run/td_Charge""))",Chrome 101.0.4951.67,,,2022-05-19 14:19:47,2022-05-19 14:20:20,33.219s,FAILED
Start listener action : sampleAfterTestCase,Chrome 101.0.4951.67,,,2022-05-19 14:20:20,2022-05-19 14:20:20,0.000s,PASSED
